Country,Crop,Phase,Meantha,Variance,StdDev,Mintha,Maxtha,ObsCount,NeutralMean,RiskPct
Afghanistan,Other stone fruits,LaNina,8.4439,0.0,0.0,8.4439,8.4439,1,6.829679999999999,23.63536798210166
Afghanistan,Other stone fruits,Neutral,6.829679999999999,0.45624529200000086,0.6754593192783714,6.350899999999999,7.7778,5,6.829679999999999,0.0
Afghanistan,"Other vegetables, fresh n.e.c.",ElNino,4.485600000000001,0.0,0.0,4.485600000000001,4.485600000000001,1,4.535500000000001,-1.100209458714586
Afghanistan,"Other vegetables, fresh n.e.c.",LaNina,5.554,0.0,0.0,5.554,5.554,1,4.535500000000001,22.456179032080243
Afghanistan,"Other vegetables, fresh n.e.c.",Neutral,4.535500000000001,0.03676137500000019,0.19173256113660037,4.2402,4.7249,5,4.535500000000001,0.0
Afghanistan,Peaches and nectarines,ElNino,8.0693,0.0,0.0,8.0693,8.0693,1,7.141419999999999,12.9929341783567
Afghanistan,Peaches and nectarines,LaNina,8.8755,0.0,0.0,8.8755,8.8755,1,7.141419999999999,24.28200553951457
Afghanistan,Peaches and nectarines,Neutral,7.141419999999999,0.5226814220000001,0.7229670960700771,6.6298,8.1614,5,7.141419999999999,0.0
Afghanistan,Pears,ElNino,7.9412,0.0,0.0,7.9412,7.9412,1,7.121639999999999,11.508023432804817
Afghanistan,Pears,LaNina,8.8095,0.0,0.0,8.8095,8.8095,1,7.121639999999999,23.70043978634136
Afghanistan,Pears,Neutral,7.121639999999999,0.4342927080000002,0.659008883096427,6.6667,8.1081,5,7.121639999999999,0.0
Afghanistan,Plums and sloes,ElNino,8.444,0.0,0.0,8.444,8.444,1,7.50158,12.562953404482805
Afghanistan,Plums and sloes,LaNina,9.2929,0.0,0.0,9.2929,9.2929,1,7.50158,23.879236107593332
Afghanistan,Plums and sloes,Neutral,7.50158,0.5658899519999998,0.7522565732514405,6.9676,8.5526,5,7.50158,0.0
Afghanistan,Potatoes,ElNino,8.8,0.0,0.0,8.8,8.8,1,8.426680000000001,4.430214509154253
Afghanistan,Potatoes,LaNina,9.8,0.0,0.0,9.8,9.8,1,8.426680000000001,16.297284339739964
Afghanistan,Potatoes,Neutral,8.426680000000001,0.2902291120000009,0.538729163866224,7.6667,9.0667,5,8.426680000000001,0.0
Afghanistan,"Pulses, Total",ElNino,0.9042,0.0,0.0,0.9042,0.9042,1,0.88734,1.900060856041651
Afghanistan,"Pulses, Total",LaNina,0.8332999999999999,0.0,0.0,0.8332999999999999,0.8332999999999999,1,0.88734,-6.0901120201952
Afghanistan,"Pulses, Total",Neutral,0.88734,0.00028834300000000026,0.016980665475769794,0.8711,0.9156,5,0.88734,0.0
Afghanistan,Rice,ElNino,1.7273,0.0,0.0,1.7273,1.7273,1,1.56046,10.691719108468023
Afghanistan,Rice,LaNina,1.9223,0.0,0.0,1.9223,1.9223,1,1.56046,23.188034297578916
Afghanistan,Rice,Neutral,1.56046,0.00869880800000001,0.09326740052129688,1.518,1.7273,5,1.56046,0.0
Afghanistan,"Roots and Tubers, Total",ElNino,8.8,0.0,0.0,8.8,8.8,1,8.426680000000001,4.430214509154253
Afghanistan,"Roots and Tubers, Total",LaNina,9.8,0.0,0.0,9.8,9.8,1,8.426680000000001,16.297284339739964
Afghanistan,"Roots and Tubers, Total",Neutral,8.426680000000001,0.2902291120000009,0.538729163866224,7.6667,9.0667,5,8.426680000000001,0.0
Afghanistan,"Seed cotton, unginned",ElNino,0.9513,0.0,0.0,0.9513,0.9513,1,0.8921800000000001,6.626465511443873
Afghanistan,"Seed cotton, unginned",LaNina,1.3447,0.0,0.0,1.3447,1.3447,1,0.8921800000000001,50.720706583873195
Afghanistan,"Seed cotton, unginned",Neutral,0.8921800000000001,0.069423047,0.26348253642319447,0.6588999999999999,1.3125,5,0.8921800000000001,0.0
Afghanistan,Sesame seed,ElNino,0.5963999999999999,0.0,0.0,0.5963999999999999,0.5963999999999999,1,0.5879399999999999,1.4389223390141892
Afghanistan,Sesame seed,LaNina,0.6325,0.0,0.0,0.6325,0.6325,1,0.5879399999999999,7.579004660339499
Afghanistan,Sesame seed,Neutral,0.5879399999999999,0.0006272479999999988,0.025044919644510714,0.5722999999999999,0.6325,5,0.5879399999999999,0.0
Afghanistan,Sugar Crops Primary,ElNino,17.833299999999998,0.0,0.0,17.833299999999998,17.833299999999998,1,17.36468,2.698696434371367
Afghanistan,Sugar Crops Primary,LaNina,19.0769,0.0,0.0,19.0769,19.0769,1,17.36468,9.860360225469163
Afghanistan,Sugar Crops Primary,Neutral,17.36468,4.234510586999996,2.057792649175324,14.3396,19.5289,5,17.36468,0.0
Afghanistan,Sugar beet,ElNino,14.0,0.0,0.0,14.0,14.0,1,13.451220000000001,4.07977863717937
Afghanistan,Sugar beet,LaNina,14.8889,0.0,0.0,14.8889,14.8889,1,13.451220000000001,10.688101153649992
Afghanistan,Sugar beet,Neutral,13.451220000000001,9.853537306999996,3.139034454573571,8.8571,16.7933,5,13.451220000000001,0.0
Afghanistan,Sugar cane,ElNino,25.5,0.0,0.0,25.5,25.5,1,25.1,1.5936254980079625
Afghanistan,Sugar cane,LaNina,28.5,0.0,0.0,28.5,28.5,1,25.1,13.545816733067722
Afghanistan,Sugar cane,Neutral,25.1,0.04999999999999982,0.22360679774997858,25.0,25.5,5,25.1,0.0
Afghanistan,Sunflower seed,ElNino,1.5904,0.0,0.0,1.5904,1.5904,1,1.55182,2.486113080125276
Afghanistan,Sunflower seed,LaNina,1.6867,0.0,0.0,1.6867,1.6867,1,1.55182,8.69172971092009
Afghanistan,Sunflower seed,Neutral,1.55182,0.007427622000000009,0.08618365274226898,1.4458,1.6867,5,1.55182,0.0
Afghanistan,"Treenuts, Total",ElNino,1.5375,0.0,0.0,1.5375,1.5375,1,1.52736,0.6638906348208697
Afghanistan,"Treenuts, Total",LaNina,1.2632,0.0,0.0,1.2632,1.2632,1,1.52736,-17.295202178923105
Afghanistan,"Treenuts, Total",Neutral,1.52736,0.01878408800000001,0.13705505463134152,1.4054,1.7622,5,1.52736,0.0
Afghanistan,Vegetables Primary,ElNino,4.485600000000001,0.0,0.0,4.485600000000001,4.485600000000001,1,4.535500000000001,-1.100209458714586
Afghanistan,Vegetables Primary,LaNina,5.554,0.0,0.0,5.554,5.554,1,4.535500000000001,22.456179032080243
Afghanistan,Vegetables Primary,Neutral,4.535500000000001,0.03676137500000019,0.19173256113660037,4.2402,4.7249,5,4.535500000000001,0.0
Afghanistan,Watermelons,ElNino,5.576899999999999,0.0,0.0,5.576899999999999,5.576899999999999,1,5.1867,7.523087897892672
Afghanistan,Watermelons,LaNina,6.6116,0.0,0.0,6.6116,6.6116,1,5.1867,27.47218848207916
Afghanistan,Watermelons,Neutral,5.1867,0.1322776400000005,0.3636999312620233,4.8462,5.6718,5,5.1867,0.0
Afghanistan,Wheat,ElNino,0.9723,0.0,0.0,0.9723,0.9723,1,0.92896,4.665432311402003
Afghanistan,Wheat,LaNina,1.1232,0.0,0.0,1.1232,1.1232,1,0.92896,20.90940406476059
Afghanistan,Wheat,Neutral,0.92896,0.006118573,0.07822130783872129,0.8317,1.022,5,0.92896,0.0
Africa,"Abaca, manila hemp, raw",ElNino,0.426,0.0,0.0,0.426,0.426,1,0.4114,3.5488575595527476
Africa,"Abaca, manila hemp, raw",LaNina,0.118,0.0,0.0,0.118,0.118,1,0.4114,-71.31745260087506
Africa,"Abaca, manila hemp, raw",Neutral,0.4114,0.009949799999999998,0.09974868420184799,0.257,0.5,5,0.4114,0.0
Africa,"Almonds, in shell",ElNino,0.225,0.0,0.0,0.225,0.225,1,0.25939999999999996,-13.261372397841159
Africa,"Almonds, in shell",LaNina,0.2613999999999999,0.0,0.0,0.2613999999999999,0.2613999999999999,1,0.25939999999999996,0.7710100231302801
Africa,"Almonds, in shell",Neutral,0.25939999999999996,0.002362800000000001,0.048608641207094044,0.2183,0.3316,5,0.25939999999999996,0.0
Africa,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",ElNino,1.1179,0.0,0.0,1.1179,1.1179,1,0.91224,22.54450583179863
Africa,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",LaNina,0.8608,0.0,0.0,0.8608,0.8608,1,0.91224,-5.63886696483382
Africa,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Neutral,0.91224,0.01473308299999999,0.12137991184705973,0.809,1.1071,5,0.91224,0.0
Africa,Apples,ElNino,8.4685,0.0,0.0,8.4685,8.4685,1,8.23614,2.8212245056543463
Africa,Apples,LaNina,8.8632,0.0,0.0,8.8632,8.8632,1,8.23614,7.613517982938611
Africa,Apples,Neutral,8.23614,1.1634600629999983,1.0786380593136875,7.002800000000001,9.3965,5,8.23614,0.0
Africa,Apricots,ElNino,3.9714,0.0,0.0,3.9714,3.9714,1,3.81284,4.1585799561481736
Africa,Apricots,LaNina,4.9685,0.0,0.0,4.9685,4.9685,1,3.81284,30.309690414494174
Africa,Apricots,Neutral,3.81284,0.8821918780000007,0.9392507002925261,2.879,5.1679,5,3.81284,0.0
Africa,Artichokes,ElNino,6.647399999999999,0.0,0.0,6.647399999999999,6.647399999999999,1,6.280060000000001,5.849307172224448
Africa,Artichokes,LaNina,5.8929,0.0,0.0,5.8929,5.8929,1,6.280060000000001,-6.164909252459381
Africa,Artichokes,Neutral,6.280060000000001,0.150975793,0.3885560358558338,5.7565,6.8475,5,6.280060000000001,0.0
Africa,Asparagus,ElNino,2.5,0.0,0.0,2.5,2.5,1,2.80918,-11.006058707523191
Africa,Asparagus,LaNina,2.5,0.0,0.0,2.5,2.5,1,2.80918,-11.006058707523191
Africa,Asparagus,Neutral,2.80918,0.1938060219999999,0.44023405365782403,2.4903000000000004,3.5,5,2.80918,0.0
Africa,Avocados,ElNino,4.759,0.0,0.0,4.759,4.759,1,4.91854,-3.2436454720303134
Africa,Avocados,LaNina,4.8999,0.0,0.0,4.8999,4.8999,1,4.91854,-0.3789742484558514
Africa,Avocados,Neutral,4.91854,0.012821062999999936,0.11323013291522684,4.7969,5.0577,5,4.91854,0.0
Africa,"Bambara beans, dry",ElNino,0.72,0.0,0.0,0.72,0.72,1,0.72542,-0.7471533732182709
Africa,"Bambara beans, dry",LaNina,0.6781,0.0,0.0,0.6781,0.6781,1,0.72542,-6.523117642193476
Africa,"Bambara beans, dry",Neutral,0.72542,2.970700000000004e-05,0.00545041282840117,0.72,0.7309,5,0.72542,0.0
Africa,Bananas,ElNino,7.1818,0.0,0.0,7.1818,7.1818,1,6.9011,4.06746750518034
Africa,Bananas,LaNina,7.4699,0.0,0.0,7.4699,7.4699,1,6.9011,8.242164292649004
Africa,Bananas,Neutral,6.9011,0.029285660000000123,0.1711305349725762,6.6597,7.0696,5,6.9011,0.0
Africa,Barley,ElNino,0.7674,0.0,0.0,0.7674,0.7674,1,0.66344,15.669842035451575
Africa,Barley,LaNina,0.6914,0.0,0.0,0.6914,0.6914,1,0.66344,4.2143976847944025
Africa,Barley,Neutral,0.66344,0.03681073300000001,0.19186123370811523,0.4457,0.8859,5,0.66344,0.0
Africa,"Beans, dry",ElNino,0.6297999999999999,0.0,0.0,0.6297999999999999,0.6297999999999999,1,0.60942,3.344163302812503
Africa,"Beans, dry",LaNina,0.6577999999999999,0.0,0.0,0.6577999999999999,0.6577999999999999,1,0.60942,7.938695809129989
Africa,"Beans, dry",Neutral,0.60942,0.0004746020000000003,0.02178536205804256,0.5873999999999999,0.6447999999999999,5,0.60942,0.0
Africa,"Broad beans and horse beans, dry",ElNino,1.1930999999999998,0.0,0.0,1.1930999999999998,1.1930999999999998,1,1.0274,16.12809032509244
Africa,"Broad beans and horse beans, dry",LaNina,0.9666,0.0,0.0,0.9666,0.9666,1,1.0274,-5.917850885730978
Africa,"Broad beans and horse beans, dry",Neutral,1.0274,0.030243025000000014,0.17390521843809062,0.7547999999999999,1.183,5,1.0274,0.0
Africa,"Broad beans and horse beans, green",ElNino,3.5632,0.0,0.0,3.5632,3.5632,1,3.72826,-4.427266338721012
Africa,"Broad beans and horse beans, green",LaNina,3.3698,0.0,0.0,3.3698,3.3698,1,3.72826,-9.614672796425141
Africa,"Broad beans and horse beans, green",Neutral,3.72826,0.028326578000000015,0.1683050147797148,3.5542,3.9994,5,3.72826,0.0
Africa,Buckwheat,ElNino,0.7059,0.0,0.0,0.7059,0.7059,1,0.72332,-2.4083393242271733
Africa,Buckwheat,LaNina,0.7222000000000001,0.0,0.0,0.7222000000000001,0.7222000000000001,1,0.72332,-0.1548415638997814
Africa,Buckwheat,Neutral,0.72332,0.0010541119999999972,0.03246709103076525,0.6667000000000001,0.75,5,0.72332,0.0
Africa,Cabbages,ElNino,22.7326,0.0,0.0,22.7326,22.7326,1,22.19988,2.399652610734838
Africa,Cabbages,LaNina,21.8071,0.0,0.0,21.8071,21.8071,1,22.19988,-1.7692888430027636
Africa,Cabbages,Neutral,22.19988,0.36423190700000097,0.6035162856129078,21.5136,22.984,5,22.19988,0.0
Africa,Canary seed,ElNino,0.4,0.0,0.0,0.4,0.4,1,0.32,25.000000000000007
Africa,Canary seed,LaNina,0.4,0.0,0.0,0.4,0.4,1,0.32,25.000000000000007
Africa,Canary seed,Neutral,0.32,0.002000000000000001,0.0447213595499958,0.3,0.4,5,0.32,0.0
Africa,Cantaloupes and other melons,ElNino,18.1518,0.0,0.0,18.1518,18.1518,1,18.785040000000002,-3.370980311992951
Africa,Cantaloupes and other melons,LaNina,17.6408,0.0,0.0,17.6408,17.6408,1,18.785040000000002,-6.091230042629685
Africa,Cantaloupes and other melons,Neutral,18.785040000000002,2.041777958,1.4289079599470358,17.3867,20.8243,5,18.785040000000002,0.0
Africa,Carrots and turnips,ElNino,9.1156,0.0,0.0,9.1156,9.1156,1,9.44726,-3.51064753166526
Africa,Carrots and turnips,LaNina,9.9157,0.0,0.0,9.9157,9.9157,1,9.44726,4.958474732356252
Africa,Carrots and turnips,Neutral,9.44726,0.16428520800000007,0.4053211171404718,8.8045,9.865,5,9.44726,0.0
Africa,"Cashew nuts, in shell",ElNino,0.5949,0.0,0.0,0.5949,0.5949,1,0.57778,2.9630655266710555
Africa,"Cashew nuts, in shell",LaNina,0.5283,0.0,0.0,0.5283,0.5283,1,0.57778,-8.563813216103009
Africa,"Cashew nuts, in shell",Neutral,0.57778,0.0010239570000000018,0.03199932811794651,0.536,0.6206,5,0.57778,0.0
Africa,Cashewapple,ElNino,2.6129,0.0,0.0,2.6129,2.6129,1,2.51336,3.9604354330457925
Africa,Cashewapple,LaNina,2.6129,0.0,0.0,2.6129,2.6129,1,2.51336,3.9604354330457925
Africa,Cashewapple,Neutral,2.51336,0.017773627999999958,0.13331777075844,2.2791,2.6129,5,2.51336,0.0
Africa,"Cassava, fresh",ElNino,5.9014,0.0,0.0,5.9014,5.9014,1,5.7334000000000005,2.930198486064102
Africa,"Cassava, fresh",LaNina,5.8649,0.0,0.0,5.8649,5.8649,1,5.7334000000000005,2.2935779816513597
Africa,"Cassava, fresh",Neutral,5.7334000000000005,0.008524840000000046,0.09233006011045398,5.6597,5.8845,5,5.7334000000000005,0.0
Africa,Castor oil seeds,ElNino,0.5438,0.0,0.0,0.5438,0.5438,1,0.52898,2.801618208627915
Africa,Castor oil seeds,LaNina,0.5977,0.0,0.0,0.5977,0.5977,1,0.52898,12.991039358765926
Africa,Castor oil seeds,Neutral,0.52898,0.0010144269999999998,0.031850070643563724,0.5119,0.5858,5,0.52898,0.0
Africa,Cauliflowers and broccoli,ElNino,23.954,0.0,0.0,23.954,23.954,1,23.58164,1.5790250381228808
Africa,Cauliflowers and broccoli,LaNina,23.4951,0.0,0.0,23.4951,23.4951,1,23.58164,-0.3669804135759828
Africa,Cauliflowers and broccoli,Neutral,23.58164,0.2030899880000006,0.45065506543253303,23.1346,24.1032,5,23.58164,0.0
Africa,Cereals n.e.c.,ElNino,0.6001000000000001,0.0,0.0,0.6001000000000001,0.6001000000000001,1,0.57638,4.115340573926936
Africa,Cereals n.e.c.,LaNina,0.6021,0.0,0.0,0.6021,0.6021,1,0.57638,4.462333876956168
Africa,Cereals n.e.c.,Neutral,0.57638,0.00026311199999999905,0.016220727480603297,0.5522,0.5948,5,0.57638,0.0
Africa,"Cereals, primary",ElNino,0.8429,0.0,0.0,0.8429,0.8429,1,0.8583399999999999,-1.7988209800312114
Africa,"Cereals, primary",LaNina,0.9603,0.0,0.0,0.9603,0.9603,1,0.8583399999999999,11.87874268937719
Africa,"Cereals, primary",Neutral,0.8583399999999999,0.002124623,0.04609363296595312,0.8102,0.9107,5,0.8583399999999999,0.0
Africa,Cherries,ElNino,3.9263,0.0,0.0,3.9263,3.9263,1,2.80716,39.867339232533936
Africa,Cherries,LaNina,4.2067,0.0,0.0,4.2067,4.2067,1,2.80716,49.856082303823065
Africa,Cherries,Neutral,2.80716,0.211460703,0.4598485652907922,2.325,3.375,5,2.80716,0.0
Africa,"Chick peas, dry",ElNino,0.6767000000000001,0.0,0.0,0.6767000000000001,0.6767000000000001,1,0.5630400000000001,20.186842853083256
Africa,"Chick peas, dry",LaNina,0.5907,0.0,0.0,0.5907,0.5907,1,0.5630400000000001,4.912617220801346
Africa,"Chick peas, dry",Neutral,0.5630400000000001,0.0017588079999999989,0.04193814492797695,0.4973,0.5982000000000001,5,0.5630400000000001,0.0
Africa,Chicory roots,ElNino,2.1466,0.0,0.0,2.1466,2.1466,1,2.10908,1.778974718834742
Africa,Chicory roots,LaNina,2.06,0.0,0.0,2.06,2.06,1,2.10908,-2.327081002143115
Africa,Chicory roots,Neutral,2.10908,0.14638031200000004,0.38259680082300745,1.6285,2.5476,5,2.10908,0.0
Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",ElNino,0.7624,0.0,0.0,0.7624,0.7624,1,0.7611,0.17080541321770698
Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",LaNina,0.7954,0.0,0.0,0.7954,0.7954,1,0.7611,4.506635133359611
Africa,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Neutral,0.7611,0.00015671499999999914,0.012518586182153284,0.7487999999999999,0.7795,5,0.7611,0.0
Africa,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",ElNino,6.626,0.0,0.0,6.626,6.626,1,6.597759999999999,0.42802405664954707
Africa,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",LaNina,6.6968000000000005,0.0,0.0,6.6968000000000005,6.6968000000000005,1,6.597759999999999,1.501115530119334
Africa,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Neutral,6.597759999999999,0.004913198000000011,0.07009420803461588,6.5276000000000005,6.6973,5,6.597759999999999,0.0
Africa,"Cinnamon and cinnamon-tree flowers, raw",ElNino,0.1969,0.0,0.0,0.1969,0.1969,1,0.18504,6.409424989191516
Africa,"Cinnamon and cinnamon-tree flowers, raw",LaNina,0.2036,0.0,0.0,0.2036,0.2036,1,0.18504,10.030263726761778
Africa,"Cinnamon and cinnamon-tree flowers, raw",Neutral,0.18504,0.0004239630000000001,0.020590361822950078,0.1605,0.209,5,0.18504,0.0
